gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group A,associate's degree,standard,none,47,56,57
female,group C,some college,standard,none,82,89,95
male,group B,some high school,free/reduced,completed,55,50,44
female,group D,some high school,standard,none,41,49,47
male,group B,bachelor's degree,standard,none,62,63,61
male,group D,high school,free/reduced,completed,71,80,75
male,group C,associate's degree,standard,none,71,69,69
female,group E,high school,standard,completed,88,88,89
female,group D,master's degree,free/reduced,completed,59,80,80
male,group C,some high school,standard,none,62,52,54
male,group C,high school,standard,none,53,46,44
female,group D,some high school,standard,none,73,81,81
female,group C,high school,standard,none,80,88,83
male,group C,some high school,free/reduced,none,50,55,43
male,group D,associate's degree,free/reduced,none,87,84,78
male,group E,some college,standard,none,91,80,82
male,group C,some college,standard,none,41,51,43
female,group C,associate's degree,standard,completed,81,87,95
male,group D,associate's degree,standard,completed,81,79,79
male,group C,high school,standard,none,70,61,57
female,group E,some high school,free/reduced,completed,61,83,81
female,group D,associate's degree,standard,none,70,76,76
male,group D,bachelor's degree,standard,none,84,80,75
female,group C,associate's degree,standard,none,59,66,66
female,group C,high school,standard,none,64,71,75
female,group B,bachelor's degree,standard,completed,56,60,64
female,group C,bachelor's degree,standard,none,80,83,87
male,group A,some high school,free/reduced,none,48,47,41
male,group A,high school,standard,completed,72,71,74
male,group C,associate's degree,standard,none,48,48,40
male,group C,bachelor's degree,free/reduced,none,63,60,54
female,group D,high school,standard,completed,75,82,85
male,group C,high school,standard,none,44,49,37
female,group D,associate's degree,standard,completed,70,74,81
female,group C,master's degree,standard,none,52,55,55
female,group C,high school,standard,none,43,60,51
male,group B,high school,standard,none,50,52,52
male,group C,some college,free/reduced,none,76,78,73
male,group C,some high school,free/reduced,none,40,42,36
male,group A,some high school,standard,none,54,59,52
female,group A,high school,standard,none,59,57,64
male,group B,some college,standard,completed,54,47,50
female,group B,some high school,free/reduced,none,50,61,60
male,group E,associate's degree,free/reduced,none,69,78,67
female,group E,some high school,standard,none,76,80,81
male,group C,some college,standard,none,58,38,43
female,group B,bachelor's degree,standard,none,70,74,73
male,group C,high school,free/reduced,none,59,57,54
female,group B,some high school,free/reduced,none,62,70,65
male,group C,associate's degree,free/reduced,none,73,70,67
male,group B,high school,free/reduced,none,55,48,43
male,group B,associate's degree,standard,none,89,86,80
male,group B,associate's degree,standard,none,46,43,36
male,group B,some college,standard,none,68,62,54
female,group C,some college,standard,none,63,67,61
female,group B,some high school,free/reduced,none,36,55,46
male,group D,high school,free/reduced,completed,66,68,71
female,group C,associate's degree,standard,none,97,97,96
female,group C,master's degree,standard,none,66,69,69
female,group E,associate's degree,free/reduced,none,65,69,74
female,group B,high school,standard,completed,75,82,79
male,group B,associate's degree,free/reduced,none,55,54,54
female,group B,some college,standard,none,53,63,61
female,group E,associate's degree,standard,completed,79,85,84
male,group D,associate's degree,standard,none,72,63,67
female,group E,associate's degree,free/reduced,none,75,80,77
male,group C,high school,free/reduced,none,56,50,44
male,group B,some high school,free/reduced,none,35,29,19
female,group C,some high school,standard,none,60,65,63
female,group A,associate's degree,standard,none,54,70,67
male,group B,some college,free/reduced,completed,90,91,91
male,group D,some high school,standard,none,72,52,49
female,group D,bachelor's degree,free/reduced,none,44,50,55
male,group C,high school,free/reduced,completed,58,62,62
male,group D,some college,standard,completed,79,77,79
male,group C,some college,standard,completed,82,81,73
male,group C,associate's degree,standard,none,70,61,59
female,group D,master's degree,standard,none,70,80,81
female,group C,high school,free/reduced,completed,71,78,87
male,group B,some college,standard,none,74,71,68
female,group C,associate's degree,standard,completed,56,84,82
male,group A,bachelor's degree,standard,completed,85,68,77
male,group D,some college,standard,none,82,56,65
female,group C,some college,standard,none,63,68,70
female,group D,associate's degree,free/reduced,none,62,72,72
female,group D,high school,free/reduced,none,30,50,45
female,group C,some college,standard,completed,66,82,81
female,group D,some college,standard,none,65,75,77
female,group C,some high school,free/reduced,none,63,75,71
male,group A,some high school,free/reduced,completed,46,46,43
male,group C,some college,standard,none,85,90,77
male,group D,some high school,standard,none,64,53,52
male,group D,associate's degree,standard,none,65,62,55
male,group C,master's degree,standard,completed,100,100,100
female,group A,some high school,standard,none,70,90,86
female,group B,associate's degree,standard,none,73,85,77
male,group D,high school,standard,none,75,82,86
male,group C,some high school,standard,none,60,47,44
female,group E,high school,standard,none,66,65,62
male,group C,high school,free/reduced,completed,49,43,50
male,group D,bachelor's degree,standard,none,70,69,63
male,group A,bachelor's degree,standard,none,71,66,63
female,group D,some high school,standard,none,71,80,76
female,group C,some college,standard,none,79,89,80
female,group D,some high school,standard,none,56,68,67
male,group D,master's degree,standard,none,77,72,62
male,group C,some college,standard,completed,65,64,61
female,group C,master's degree,free/reduced,none,44,58,57
female,group C,associate's degree,standard,none,72,82,81
female,group C,some high school,standard,none,54,56,59
male,group C,high school,standard,none,55,51,48
male,group C,master's degree,standard,completed,83,83,76
female,group C,master's degree,standard,completed,69,81,81
female,group C,high school,standard,completed,69,85,86
male,group C,high school,standard,none,84,88,85
male,group D,master's degree,standard,none,79,76,73
female,group B,associate's degree,standard,none,69,68,76
male,group C,associate's degree,standard,none,61,69,62
male,group B,some college,standard,none,78,76,71
male,group A,high school,standard,none,73,60,62
male,group A,master's degree,standard,none,49,51,45
female,group D,some college,standard,none,64,59,71
male,group E,high school,standard,none,82,79,72
female,group C,some high school,free/reduced,none,47,66,67
female,group E,associate's degree,standard,none,70,79,75
male,group D,some college,standard,completed,61,52,56
female,group B,some high school,standard,none,66,84,77
female,group D,master's degree,free/reduced,completed,68,83,88
female,group E,associate's degree,free/reduced,none,49,51,54
female,group C,some high school,free/reduced,completed,54,68,67
male,group C,associate's degree,standard,none,79,76,65
male,group D,some high school,standard,completed,86,86,84
male,group B,some high school,free/reduced,none,52,57,49
female,group C,some college,free/reduced,completed,51,69,68
female,group B,some college,standard,completed,66,77,76
male,group D,master's degree,free/reduced,completed,86,89,92
female,group D,some college,standard,none,77,88,85
female,group C,some high school,standard,none,89,88,83
male,group B,some high school,standard,none,56,54,54
female,group D,high school,free/reduced,completed,61,75,82
male,group C,high school,standard,none,83,83,79
female,group C,some high school,standard,none,78,83,83
male,group C,some high school,free/reduced,none,64,63,57
male,group E,some high school,free/reduced,none,68,60,56
female,group C,bachelor's degree,free/reduced,none,57,72,64
female,group D,master's degree,standard,none,64,68,71
female,group D,associate's degree,standard,none,77,85,89
female,group C,master's degree,free/reduced,none,43,61,55
male,group D,high school,standard,completed,85,87,84
male,group B,some high school,standard,none,53,45,44
female,group C,some high school,standard,none,77,88,89
male,group A,bachelor's degree,standard,none,100,91,82
male,group E,bachelor's degree,free/reduced,none,77,65,63
female,group C,some high school,standard,none,66,74,69
female,group B,high school,free/reduced,none,46,64,58
male,group A,bachelor's degree,standard,none,74,61,58
female,group D,some college,standard,none,76,95,87
female,group C,bachelor's degree,free/reduced,none,62,72,69
male,group A,some college,standard,none,79,69,64
male,group C,bachelor's degree,standard,completed,57,56,52
female,group E,high school,standard,completed,87,84,88
male,group B,bachelor's degree,standard,none,86,84,82
female,group A,associate's degree,standard,none,66,71,68
male,group A,some college,standard,none,74,63,61
female,group C,some college,standard,none,42,46,50
female,group E,associate's degree,standard,none,89,99,98
male,group C,some college,standard,none,75,65,64
male,group D,associate's degree,standard,none,63,71,69
female,group E,some college,standard,completed,66,77,79
female,group B,high school,standard,none,61,67,62
male,group C,some high school,free/reduced,none,48,52,50
male,group C,some high school,standard,completed,63,59,60
male,group B,some college,free/reduced,none,58,54,49
male,group C,high school,standard,none,67,61,59
